gbifID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship
2365685874,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma,Phragmatopoma caudata,,SPECIES,"Phragmatopoma caudata Krøyer, 1863",Phragmatopoma caudata,
2365685871,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685870,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685867,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685865,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,Benhamia affinis,,SPECIES,"Dichogaster affinis (Michaelsen, 1890)",Dichogaster affinis,
2365685861,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685860,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365685859,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365685855,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685854,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685852,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685851,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685848,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685847,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685846,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685845,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,,GENUS,"Aglaophamus Kinberg, 1866",Aglaophamus,
2365685844,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685842,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685841,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685840,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685837,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,Benhamia affinis,,SPECIES,"Dichogaster affinis (Michaelsen, 1890)",Dichogaster affinis,
2365685833,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685831,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685830,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685828,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,Righiodrilus tocantinensis,,SPECIES,"Righiodrilus tocantinensis (Righi, 1972)",Righiodrilus tocantinensis,
2365685826,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685825,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365685824,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685823,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685818,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685817,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685816,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685814,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685810,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685809,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685807,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685806,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365685805,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685800,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365685799,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685798,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365685797,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685796,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365685795,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685794,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685792,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685791,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365685790,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685789,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685788,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685787,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685786,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685783,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685781,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365685779,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685778,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685774,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685773,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685769,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685764,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365685762,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685759,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685756,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685755,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685750,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685749,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685748,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685746,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685744,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685742,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685740,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685739,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685733,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685732,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685731,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685729,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685726,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685723,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685722,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685720,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685714,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685708,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685707,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685705,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685704,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685703,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685699,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685697,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685691,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685689,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,,,GENUS,"Laeonereis Hartman, 1945",Laeonereis,
2365685685,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685684,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685677,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685666,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685663,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685658,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685655,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685650,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365685649,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365685646,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365685644,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685643,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685639,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685637,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685631,Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,,,GENUS,"Aphrodita Linnaeus, 1758",Aphrodita,
2365685624,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685598,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685596,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,Righiodrilus tocantinensis,,SPECIES,"Righiodrilus tocantinensis (Righi, 1972)",Righiodrilus tocantinensis,
2365685592,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685587,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685580,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685578,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,,,GENUS,"Neanthes Kinberg, 1865",Neanthes,
2365685573,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685562,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,Benhamia affinis,,SPECIES,"Dichogaster affinis (Michaelsen, 1890)",Dichogaster affinis,
2365685559,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
2365685556,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685552,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365685550,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685534,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685521,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685520,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685516,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365685498,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685493,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685489,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685488,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685480,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365685469,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685456,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685454,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685449,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685447,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685445,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685434,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365685432,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685426,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1913497256,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497255,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497254,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497253,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497252,Animalia,Annelida,Polychaeta,,Terebellidae,,,,FAMILY,Terebellidae,Terebellidae,
1913497251,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497250,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497249,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497248,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497247,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497246,Animalia,Annelida,Clitellata,,,,,,CLASS,Clitellata,Hirudinea,
1913497245,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497244,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497243,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497242,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497241,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497240,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497239,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497238,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497237,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497236,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497235,Animalia,Annelida,Clitellata,Tubificida,Naididae,,,,FAMILY,Naididae,Naididae,
1913497234,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497233,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497232,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497231,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497230,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497229,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497228,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497227,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497226,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497225,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497224,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497223,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497222,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497221,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497220,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497219,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497218,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497217,Animalia,Annelida,Clitellata,,,,,,CLASS,Clitellata,Hirudinea,
1913497216,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497215,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497214,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497213,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497212,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
